day,baseline,egalitarian,maximin,utilitarian
1,31.796898449224614,32.019009504752376,31.919959979989994,32.00700350175087
2,35.411,35.939,35.774,35.948
3,37.882,39.07,38.491,38.355999999999995
4,39.78,41.022,39.78,39.897
5,41.09,42.992000000000004,41.399,41.288
6,42.370000000000005,45.03399999999999,42.900999999999996,42.961000000000006
7,44.244,47.079,44.702999999999996,44.85
8,46.172,49.208,46.645999999999994,46.85
9,47.93080244356997,51.39251869843888,48.47831060609872,49.068248419490715
10,50.469783352337515,54.04715530497181,50.59576664945792,51.310848791455875
11,52.50399087799316,56.2532034853921,52.490449148167265,52.9600899381675
12,54.41163055872291,58.237826755509985,54.31698502839441,55.0477796514896
13,56.404789053591784,60.419272168118916,56.013422818791945,57.07138842046093
14,58.42189281641961,62.714505381855446,57.672689726380995,59.1219786396852
15,59.51258075410716,64.78244846922178,59.44228132508931,60.852465714363674
16,62.74507227332457,66.89669638175144,61.42521367521367,63.020987654320976
17,64.83968462549277,68.94074462506553,63.17200854700853,65.16913580246913
18,66.59526938239158,70.9973780807551,64.70726495726494,67.00617283950615
19,68.50854139290406,72.73623492396432,65.97649572649571,68.81728395061727
20,70.41275911695455,74.64025699760806,67.2882229601405,70.73132563195985
21,71.0577462197497,76.25519022380414,68.82541114324091,72.3982047240382
22,74.10861132660976,78.11978609625666,70.74845244794595,74.45753424657532
23,76.1691233514352,80.05882352941174,71.95835678109171,76.61369863013697
24,78.07602792862683,82.03636363636362,73.23916713562181,78.15342465753422
25,79.90380139643133,83.50053475935826,74.53010692177824,79.76712328767121
26,81.46922789936066,84.92097326321822,75.37914417024813,81.42692410421354
27,81.8184784538883,86.61777576530966,76.90149294643467,82.91647920915669
28,85.87589364103849,88.11882287617986,79.13291925465836,84.64223107569718
29,87.87114845938375,89.83564686285393,80.02608695652171,86.09721115537846
30,89.54621848739495,91.1960022209883,81.20993788819872,87.6430278884462
31,90.96358543417367,92.63298167684616,82.22981366459624,89.01673306772905
32,91.3801195866238,93.81102031068528,83.18446416698096,90.08756559041925
33,92.94982038178291,95.18122088651315,84.94579076782443,91.0113270479003
34,96.91029900332224,96.78491455509719,87.31308749096164,92.87487684729061
35,98.49833887043187,97.98939304655269,88.49313087490958,94.00591133004923
36,99.8205980066445,99.09133765468468,89.26536514822843,95.10738916256153
37,101.45514950166113,100.12610489098404,90.00289226319592,96.08472906403938
38,100.61907138513651,100.87911907480341,90.7070059713584,96.62313499317253
39,103.69135474886247,102.33545893076968,93.34780818272796,97.75065189925566
40,107.54308093994777,103.48320413436687,95.89556135770229,99.11600572569098
41,108.84595300261094,104.33591731266142,96.62663185378585,100.0155642023346
42,110.2976501305483,105.3979328165374,97.48302872062658,101.00389105058362
43,111.95300261096605,106.37467700258392,98.19843342036548,101.4007782101167
44,111.9289089470193,106.88079215844668,99.12493372203718,101.31914967400175
45,114.70734429323194,108.25223312117326,102.60087613070785,102.287135887121
46,118.49289099526064,109.18188353702365,105.04823151125397,102.9276437847866
47,119.86729857819904,110.14665708123644,105.94855305466231,103.93692022263446
48,121.2132701421801,110.7792954708842,106.50803858520894,104.64564007421146
49,122.81516587677727,111.51976994967643,107.14469453376202,105.42115027829308
50,121.98241015993088,111.85864798507868,108.98558005197297,104.495476128548
