,episode,end_day,epsilon,mean_reward,mean_loss,max_berries,mean_berries,max_berries_consumed,mean_berries_consumed,gini_berries_consumed,mean_berries_thrown,max_health,mean_health,median_health,variance_health,deceased,num_emerged_norms
0,1,16,0.9990004998333751,-1.85,0,1.0,0.2727272727272727,1.0,0.09090909090909091,0.75,0.0,0.8000000000000002,0.39393939393939403,0.40000000000000013,0.05996212121212121,4,
0,2,38,0.9980019986673332,-0.22500000000000053,0.969443851047092,2.0,0.18181818181818182,2.0,0.36363636363636365,0.6071428571428571,0.21212121212121213,1.4,0.5575757575757576,0.5000000000000001,0.15064393939393936,4,
0,3,27,0.9970044955033731,0.0749999999999997,4.016410198834615,2.0,0.4117647058823529,2.0,0.20588235294117646,0.3125,0.08823529411764706,1.2000000000000002,0.4500000000000001,0.4500000000000001,0.07772727272727271,4,
0,4,15,0.9960079893439916,-2.25,4.573976982568765,1.0,0.029411764705882353,1.0,0.17647058823529413,0.75,0.0,1.0,0.43235294117647066,0.5000000000000001,0.07558823529411762,4,
0,5,15,0.9950124791926824,-2.25,4.700260338861984,1.0,0.08823529411764706,1.0,0.08823529411764706,0.75,0.0,0.7000000000000002,0.37941176470588245,0.40000000000000013,0.054411764705882354,4,
0,6,15,0.9940179640539354,-2.3499999999999996,4.6397411221930565,1.0,0.06060606060606061,1.0,0.09090909090909091,0.75,0.0,0.8000000000000002,0.39393939393939403,0.40000000000000013,0.05996212121212121,4,
0,7,15,0.9930244429332352,-1.8999999999999997,4.518406948068907,1.0,0.09090909090909091,1.0,0.12121212121212122,0.75,0.0,0.9,0.4121212121212122,0.40000000000000013,0.06734848484848484,4,
0,8,15,0.9920319148370607,-1.8,4.363398239897624,1.0,0.24242424242424243,1.0,0.06060606060606061,0.75,0.0,0.7000000000000002,0.3757575757575759,0.40000000000000013,0.055643939393939384,4,
0,9,15,0.9910403787728838,-1.25,4.1364033300264555,1.0,0.23529411764705882,1.0,0.14705882352941177,0.25,0.0,0.8000000000000002,0.4147058823529413,0.4500000000000001,0.054625668449197855,4,
0,10,9,0.9900498337491681,-1.75,3.976047005453189,1.0,0.18181818181818182,0.0,0.0,0,0.0,0.7000000000000001,0.3393939393939395,0.30000000000000016,0.0562121212121212,4,
0,11,9,0.9890602787753687,-2.2,3.8166123287015354,1.0,0.09090909090909091,0.0,0.0,0,0.0,0.7000000000000001,0.3393939393939395,0.30000000000000016,0.0562121212121212,4,
0,12,9,0.9880717128619306,-1.6,3.6650600139825147,1.0,0.12121212121212122,0.0,0.0,0,0.0,0.7000000000000001,0.3393939393939395,0.30000000000000016,0.0562121212121212,4,
0,13,15,0.9870841350202877,-1.3750000000000004,3.472124522846095,2.0,0.24242424242424243,1.0,0.30303030303030304,0.5,0.21212121212121213,1.2,0.5212121212121213,0.6,0.09734848484848481,4,
0,14,9,0.986097544262862,-2.5,3.338372687813986,0.0,0.0,0.0,0.0,0,0.0,0.7000000000000001,0.3393939393939395,0.30000000000000016,0.0562121212121212,4,
0,15,9,0.9851119396030628,-2.3,3.213718261904538,1.0,0.06060606060606061,0.0,0.0,0,0.0,0.7000000000000001,0.3393939393939395,0.30000000000000016,0.0562121212121212,4,
0,16,9,0.9841273200552851,-2.15,3.094864532906287,1.0,0.12121212121212122,0.0,0.0,0,0.0,0.7000000000000001,0.3393939393939395,0.30000000000000016,0.0562121212121212,4,
0,17,15,0.9831436846349098,-1.35,2.973767431057091,2.0,0.48484848484848486,1.0,0.09090909090909091,0.75,0.0,0.8000000000000002,0.39393939393939403,0.40000000000000013,0.05996212121212121,4,
0,18,15,0.9821610323583008,-1.4500000000000002,2.8623560392697693,2.0,0.2727272727272727,1.0,0.06060606060606061,0.75,0.0,0.7000000000000002,0.3757575757575759,0.40000000000000013,0.055643939393939384,4,
0,19,9,0.9811793622428061,-2.5999999999999996,2.7713796146671585,0.0,0.0,0.0,0.0,0,0.0,0.7000000000000001,0.3393939393939395,0.30000000000000016,0.0562121212121212,4,
0,20,15,0.9801986733067554,-2.0,2.6712371252442937,1.0,0.030303030303030304,0.0,0.0,0.75,0.0,0.7000000000000001,0.3393939393939395,0.30000000000000016,0.0562121212121212,4,
0,21,27,0.9792189645694597,-0.4000000000000002,2.5548733053286816,1.0,0.35294117647058826,1.0,0.11764705882352941,0.625,0.0,0.8000000000000002,0.39705882352941185,0.40000000000000013,0.058475935828877,4,
0,22,21,0.9782402350512102,-1.4,2.466081527737236,1.0,0.17647058823529413,1.0,0.23529411764705882,0.75,0.0,1.2,0.46764705882352947,0.5,0.10467914438502668,4,
0,23,21,0.9772624837732772,-1.6999999999999997,2.3616243968818984,1.0,0.18181818181818182,2.0,0.3333333333333333,0.375,0.2727272727272727,1.2000000000000002,0.5393939393939395,0.6000000000000001,0.1037121212121212,4,
